Column1,Column2,Column3,Column4,Column5,Column6,Column64,Column63,Column62,Column7,Column8,Column9,Column10,Column11,Column12,,,,,a,b,,
LASIER MARTINS,PODEMOS,RS,Titular,2015 / 2023,(61)3303-2323,(61)3303-2321,,,14/04/1942,sen.lasiermartins@senado.leg.br,Egli Lucena Heusi Moreira,SENADO FEDERAL ANEXO 2 ALA ALEXANDRE COSTA SUBSOLO  GABINETE 03                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('LASIER MARTINS','PODEMOS','RS','Titular','2015 / 2023','14/04/1942','sen.lasiermartins@senado.leg.br','PBB5176');",PBB5176,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-2323' from senador where nome = 'LASIER MARTINS';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-2321' from senador where nome = 'LASIER MARTINS';",,,SENADO FEDERAL ANEXO 2,ALA AFONSO ARINOS GABINETE 02,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA AFONSO ARINOS GABINETE 02');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Egli Lucena Heusi Moreira', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA AFONSO ARINOS GABINETE 02' and senador.nome = 'LASIER MARTINS';"
LEILA BARROS,PSB,DF,Titular,2019 / 2027,(61)3303-6427,,,,30/09/1971,sen.leilabarros@senado.leg.br,Ricarda Raquel Barbosa Lima,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('LEILA BARROS','PSB','DF','Titular','2019 / 2027','30/09/1971','sen.leilabarros@senado.leg.br','PBB8784');",PBB8784,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6427' from senador where nome = 'LEILA BARROS';",,,,SENADO FEDERAL ANEXO 2,ALA AFONSO ARINOS GABINETE 05,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA AFONSO ARINOS GABINETE 05');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Ricarda Raquel Barbosa Lima', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA AFONSO ARINOS GABINETE 05' and senador.nome = 'LEILA BARROS';"
LUCAS BARRETO,PSD,AP,Titular,2019 / 2027,(61)3303-4851,,,,10/11/1964,sen.lucasbarreto@senado.leg.br,Cassio Ruy Caporal,SENADO FEDERAL ANEXO 2   ALA AFONSO ARINOS GABINETE 02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('LUCAS BARRETO','PSD','AP','Titular','2019 / 2027','10/11/1964','sen.lucasbarreto@senado.leg.br','PBB5185');",PBB5185,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-4851' from senador where nome = 'LUCAS BARRETO';",,,,SENADO FEDERAL ANEXO 2,ALA ALEXANDRE COSTA 1º PAVIMENTO GABINETE 21,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA ALEXANDRE COSTA 1º PAVIMENTO GABINETE 21');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Cassio Ruy Caporal', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA ALEXANDRE COSTA 1º PAVIMENTO GABINETE 21' and senador.nome = 'LUCAS BARRETO';"
LUIZ CARLOS HEINZE,PP,RS,Titular,2019 / 2027,(61)3303-4124,(61)3303-4132,,,14/09/1950,sen.luiscarlosheinze@senado.leg.br,Claudio Pereira Santa Catarina,SENADO FEDERAL ANEXO 2   ALA AFONSO ARINOS GABINETE 05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('LUIZ CARLOS HEINZE','PP','RS','Titular','2019 / 2027','14/09/1950','sen.luiscarlosheinze@senado.leg.br','PBB9990');",PBB9990,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-4124' from senador where nome = 'LUIZ CARLOS HEINZE';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-4132' from senador where nome = 'LUIZ CARLOS HEINZE';",,,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 14,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 14');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Claudio Pereira Santa Catarina', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 14' and senador.nome = 'LUIZ CARLOS HEINZE';"
LUIZ CARLOS DO CARMO,MDB,GO,1º Suplente,2015 / 2023,(61)3303-6439,(61)3303-6440,,,02/04/1958,sen.luizcarlosdocarmo@senado.leg.br,Telmo Toledo Tenorio,SENADO FEDERAL ANEXO 2   ALA ALEXANDRE COSTA 1º PAVIMENTO GABINETE 21                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('LUIZ CARLOS DO CARMO','MDB','GO','1º Suplente','2015 / 2023','02/04/1958','sen.luizcarlosdocarmo@senado.leg.br','PBB9987');",PBB9987,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6439' from senador where nome = 'LUIZ CARLOS DO CARMO';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6440' from senador where nome = 'LUIZ CARLOS DO CARMO';",,,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 07,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 07');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Telmo Toledo Tenorio', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 07' and senador.nome = 'LUIZ CARLOS DO CARMO';"
MAILZA GOMES,PP,AC,1º Suplente,2015 / 2023,(61)3303-1357,(61)3303-1367,,,10/12/1976,sen.mailzagomes@senado.leg.br,Antônio Oscar Guimarães Lossio,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('MAILZA GOMES','PP','AC','1º Suplente','2015 / 2023','10/12/1976','sen.mailzagomes@senado.leg.br','PBB5182');",PBB5182,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-1357' from senador where nome = 'MAILZA GOMES';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-1367' from senador where nome = 'MAILZA GOMES';",,,SENADO FEDERAL EDIFÍCIO PRINCIPAL  ,1º ANDAR  GABINETE 05,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL EDIFÍCIO PRINCIPAL  ','1º ANDAR  GABINETE 05');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Antônio Oscar Guimarães Lossio', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL EDIFÍCIO PRINCIPAL  ' and Localizacao.Complemento ='1º ANDAR  GABINETE 05' and senador.nome = 'MAILZA GOMES';"
MAJOR OLÍMPIO,PSL,SP,Titular,2019 / 2027,(61)3303-4177,,,,20/03/1962,sen.majorolimpio@senado.leg.br,Antonio Carlos Soares,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 07                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('MAJOR OLÍMPIO','PSL','SP','Titular','2019 / 2027','20/03/1962','sen.majorolimpio@senado.leg.br','PBA6468');",PBA6468,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-4177' from senador where nome = 'MAJOR OLÍMPIO';",,,,SENADO FEDERAL ANEXO 2,ALA AFONSO ARINOS GABINETE 01,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA AFONSO ARINOS GABINETE 01');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Antonio Carlos Soares', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA AFONSO ARINOS GABINETE 01' and senador.nome = 'MAJOR OLÍMPIO';"
MARA GABRILLI,PSDB,SP,Titular,2019 / 2027,(61)3303-2191,(61)3303-2775,,,28/09/1967,sen.maragabrilli@senado.leg.br,Sérgio Portilho Simão,SENADO FEDERAL EDIFÍCIO PRINCIPAL  1º ANDAR  GABINETE 05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('MARA GABRILLI','PSDB','SP','Titular','2019 / 2027','28/09/1967','sen.maragabrilli@senado.leg.br','NULL');",NULL,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-2191' from senador where nome = 'MARA GABRILLI';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-2775' from senador where nome = 'MARA GABRILLI';",,,SENADO FEDERAL ANEXO 2,ALA AFONSO ARINOS GABINETE 12,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA AFONSO ARINOS GABINETE 12');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Sérgio Portilho Simão', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA AFONSO ARINOS GABINETE 12' and senador.nome = 'MARA GABRILLI';"
MARCELO CASTRO,MDB,PI,Titular,2019 / 2027,(61)3303-6130,,,,09/06/1950,sen.marcelocastro@senado.leg.br,Leandro Machado Azevedo,SENADO FEDERAL ANEXO 2   ALA AFONSO ARINOS GABINETE 01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('MARCELO CASTRO','MDB','PI','Titular','2019 / 2027','09/06/1950','sen.marcelocastro@senado.leg.br','PBB5161');",PBB5161,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6130' from senador where nome = 'MARCELO CASTRO';",,,,SENADO FEDERAL ANEXO 1,18º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','18º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Leandro Machado Azevedo', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='18º PAVIMENTO' and senador.nome = 'MARCELO CASTRO';"
MÁRCIO BITTAR,MDB,AC,Titular,2019 / 2027,(61)3303-2115,(61)3303-2119,,,28/06/1963,sen.marciobittar@senado.leg.br,Denio José Rodrigues Louro,SENADO FEDERAL ANEXO 2   ALA AFONSO ARINOS GABINETE 12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('MÁRCIO BITTAR','MDB','AC','Titular','2019 / 2027','28/06/1963','sen.marciobittar@senado.leg.br','PBB8786');",PBB8786,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-2115' from senador where nome = 'MÁRCIO BITTAR';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-2119' from senador where nome = 'MÁRCIO BITTAR';",,,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 02,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 02');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Denio José Rodrigues Louro', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 02' and senador.nome = 'MÁRCIO BITTAR';"
MARCOS DO VAL,PODEMOS,ES,Titular,2019 / 2027,(61)3303-6747,(61)3303-6753,,,15/06/1971,sen.marcosdoval@senado.leg.br,Silvia Ligia Suassuna De Vasconcelos,SENADO FEDERAL ANEXO 1  18º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('MARCOS DO VAL','PODEMOS','ES','Titular','2019 / 2027','15/06/1971','sen.marcosdoval@senado.leg.br','PBB8789');",PBB8789,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6747' from senador where nome = 'MARCOS DO VAL';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6753' from senador where nome = 'MARCOS DO VAL';",,,SENADO FEDERAL ANEXO 2,ALA NILO COELHO PAVIMENTO TÉRREO GABINETE 08,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA NILO COELHO PAVIMENTO TÉRREO GABINETE 08');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Silvia Ligia Suassuna De Vasconcelos', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA NILO COELHO PAVIMENTO TÉRREO GABINETE 08' and senador.nome = 'MARCOS DO VAL';"
MARCOS ROGÉRIO,DEM,RO,Titular,2019 / 2027,(61)3303-6148,,,,07/07/1978,sen.marcosrogerio@senado.leg.br,-,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('MARCOS ROGÉRIO','DEM','RO','Titular','2019 / 2027','07/07/1978','sen.marcosrogerio@senado.leg.br','PBB9998');",PBB9998,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6148' from senador where nome = 'MARCOS ROGÉRIO';",,,,SENADO FEDERAL ANEXO 2,ALA RUY CARNEIRO GABINETE 02,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA RUY CARNEIRO GABINETE 02');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select '-', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA RUY CARNEIRO GABINETE 02' and senador.nome = 'MARCOS ROGÉRIO';"
MARIA DO CARMO ALVES,DEM,SE,Titular,2015 / 2023,(61)3303-1306,(61)3303-4055,,,23/08/1941,sen.mariadocarmoalves@senado.leg.br,Marden Nascimento Costa,SENADO FEDERAL ANEXO 2   ALA NILO COELHO PAVIMENTO TÉRREO GABINETE 08                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('MARIA DO CARMO ALVES','DEM','SE','Titular','2015 / 2023','23/08/1941','sen.mariadocarmoalves@senado.leg.br','PBC0014');",PBC0014,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-1306' from senador where nome = 'MARIA DO CARMO ALVES';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-4055' from senador where nome = 'MARIA DO CARMO ALVES';",,,SENADO FEDERAL ANEXO 1,24º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','24º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Marden Nascimento Costa', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='24º PAVIMENTO' and senador.nome = 'MARIA DO CARMO ALVES';"
MECIAS JESUS,REPUBLICANOS,RR,Titular,2019 / 2027,(61)3303-5291,(61)3303-5292,,,08/02/1962,sen.meciasdejesus@senado.leg.br,-,SENADO FEDERAL ANEXO 2   ALA RUY CARNEIRO GABINETE 02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('MECIAS JESUS','REPUBLICANOS','RR','Titular','2019 / 2027','08/02/1962','sen.meciasdejesus@senado.leg.br','PBB5166');",PBB5166,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-5291' from senador where nome = 'MECIAS JESUS';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-5292' from senador where nome = 'MECIAS JESUS';",,,SENADO FEDERAL ANEXO 2,ALA FILINTO MÜLLER GABINETE 01,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA FILINTO MÜLLER GABINETE 01');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select '-', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA FILINTO MÜLLER GABINETE 01' and senador.nome = 'MECIAS JESUS';"
NELSON TRAD,PSD,MS,Titular,2019 / 2027,(61)3303-6767,(61)3303-6768,,,05/09/1961,sen.nelsinhotrad@senado.leg.br,Maria Genilse Dos Santos,SENADO FEDERAL ANEXO 1  24º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('NELSON TRAD','PSD','MS','Titular','2019 / 2027','05/09/1961','sen.nelsinhotrad@senado.leg.br','PBB5164');",PBB5164,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6767' from senador where nome = 'NELSON TRAD';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6768' from senador where nome = 'NELSON TRAD';",,,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 25,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 25');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Maria Genilse Dos Santos', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 25' and senador.nome = 'NELSON TRAD';"
OMAR AZIZ,PSD,AM,Titular,2015 / 2023,(61)3303-6579,(61)3303-6524,,,13/08/1958,sen.omaraziz@senado.leg.br,João Ricardo Mendonça Dos Santos,SENADO FEDERAL ANEXO 2   ALA FILINTO MÜLLER GABINETE 01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('OMAR AZIZ','PSD','AM','Titular','2015 / 2023','13/08/1958','sen.omaraziz@senado.leg.br','PBB5184');",PBB5184,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-6579' from senador where nome = 'OMAR AZIZ';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-6524' from senador where nome = 'OMAR AZIZ';",,,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 09,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 09');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'João Ricardo Mendonça Dos Santos', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 09' and senador.nome = 'OMAR AZIZ';"
ORIOVISTO GUIMARÃES,PODEMOS,PR,Titular,2019 / 2027,(61)3303-1635,,,,12/08/1945,sen.oriovistoguimaraes@senado.leg.br,André Augusto Sak,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('ORIOVISTO GUIMARÃES','PODEMOS','PR','Titular','2019 / 2027','12/08/1945','sen.oriovistoguimaraes@senado.leg.br','PBC0004');",PBC0004,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-1635' from senador where nome = 'ORIOVISTO GUIMARÃES';",,,,SENADO FEDERAL ANEXO 1,22º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','22º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'André Augusto Sak', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='22º PAVIMENTO' and senador.nome = 'ORIOVISTO GUIMARÃES';"
OTTO ALENCAR,PSD,BA,Titular,2015 / 2023,(61)3303-1464,(61)3303-1467,(61)3303-2862,,28/08/1947,sen.ottoalencar@senado.leg.br,Fábio De Rezende Scarton Coutinho,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 09                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('OTTO ALENCAR','PSD','BA','Titular','2015 / 2023','28/08/1947','sen.ottoalencar@senado.leg.br','PBB5171');",PBB5171,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-1464' from senador where nome = 'OTTO ALENCAR';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-1467' from senador where nome = 'OTTO ALENCAR';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-2862' from senador where nome = 'OTTO ALENCAR';",,SENADO FEDERAL ANEXO 2,ALA TEOTÔNIO VILELA GABINETE 08,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','ALA TEOTÔNIO VILELA GABINETE 08');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Fábio De Rezende Scarton Coutinho', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='ALA TEOTÔNIO VILELA GABINETE 08' and senador.nome = 'OTTO ALENCAR';"
PAULO PAIM,PT,RS,Titular,2019 / 2027,(61)3303-5232,(61)3303-5231,(61)3303-5235,,15/03/1950,sen.paulopaim@senado.leg.br,Ivanete Ferronatto,SENADO FEDERAL ANEXO 1  22º PAVIMENTO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('PAULO PAIM','PT','RS','Titular','2019 / 2027','15/03/1950','sen.paulopaim@senado.leg.br','PBB5163');",PBB5163,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-5232' from senador where nome = 'PAULO PAIM';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-5231' from senador where nome = 'PAULO PAIM';","insert into sen_telefone (sen, telefone) select  id , '(61)3303-5235' from senador where nome = 'PAULO PAIM';",,SENADO FEDERAL ANEXO 2,TÉRREO ALA ALEXANDRE COSTA 1º PAVIMENTO GABINETE 01,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 2','TÉRREO ALA ALEXANDRE COSTA 1º PAVIMENTO GABINETE 01');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select 'Ivanete Ferronatto', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 2' and Localizacao.Complemento ='TÉRREO ALA ALEXANDRE COSTA 1º PAVIMENTO GABINETE 01' and senador.nome = 'PAULO PAIM';"
PAULO ROCHA,PT,PA,Titular,2015 / 2023,(61)3303-3800,,,,01/04/1951,sen.paulorocha@senado.leg.br,-,SENADO FEDERAL ANEXO 2   ALA TEOTÔNIO VILELA GABINETE 08                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"INSERT INTO Senador (Nome,Partido,UF,Titularidade,Mandato,DtNasc,Email,fk_Placa) values  ('PAULO ROCHA','PT','PA','Titular','2015 / 2023','01/04/1951','sen.paulorocha@senado.leg.br','PBB8792');",PBB8792,"insert into sen_telefone (sen, telefone) select  id , '(61)3303-3800' from senador where nome = 'PAULO ROCHA';",,,,SENADO FEDERAL ANEXO 1,9º PAVIMENTO,"insert into localizacao (endereco, complemento) values ('SENADO FEDERAL ANEXO 1','9º PAVIMENTO');","insert into gabinete (Chefe_de_Gabinete, fk_Localizacao, Sen_ID) select '-', Localizacao.Localizacao_PK, senador.id from Localizacao, senador where Localizacao.Endereco = 'SENADO FEDERAL ANEXO 1' and Localizacao.Complemento ='9º PAVIMENTO' and senador.nome = 'PAULO ROCHA';"
